country_code,country_name,indicator_id,indicator_name,index_id,index_name,value,year
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.722,2005
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.623,2006
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.553,2007
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.573,2008
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.493,2009
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.692,2010
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.758,2011
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.641,2012
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.666,2013
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.686,2014
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.594,2015
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.620,2016
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.583,2017
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.532,2018
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.626,2019
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.594,2020
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.614,2021
NGA,Nigeria,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,0.614,2022
NGA,Nigeria,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,35.981,2011
NGA,Nigeria,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,35.878,2012
NGA,Nigeria,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,35.139,2013
NGA,Nigeria,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,35.066,2014
NGA,Nigeria,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,34.990,2015
NGA,Nigeria,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,33.153,2016
NGA,Nigeria,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,33.032,2017
NGA,Nigeria,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,33.658,2018
NGA,Nigeria,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,33.329,2019
NGA,Nigeria,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,33.084,2020
NGA,Nigeria,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,32.021,2021
NGA,Nigeria,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,32.067,2022
NGA,Nigeria,cooking_fuel,Cooking fuel (%),MPI,Multidimensional Poverty Index,10.114,2021
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.559,2003
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.735,2004
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.709,2005
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.684,2006
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.670,2007
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.660,2008
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.440,2009
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.844,2010
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.822,2011
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.804,2012
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.984,2013
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.949,2014
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.923,2015
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.901,2016
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.894,2017
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.887,2018
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,2.048,2019
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.855,2020
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.661,2021
NGA,Nigeria,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,1.642,2022
NGA,Nigeria,drinking_water,Drinking water (%),MPI,Multidimensional Poverty Index,5.784,2021
NGA,Nigeria,electricity,Electricity (%),MPI,Multidimensional Poverty Index,7.900,2021
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,5.835,1990
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,6.015,1991
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,6.202,1992
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,6.394,1993
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,6.592,1994
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,6.796,1995
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,7.006,1996
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,7.223,1997
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,7.447,1998
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,7.677,1999
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.046,2000
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,7.727,2001
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.028,2002
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.471,2003
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.914,2004
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.962,2005
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.806,2006
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.650,2007
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.494,2008
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.338,2009
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.182,2010
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.471,2011
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.680,2012
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.890,2013
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,9.100,2014
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,9.309,2015
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,9.519,2016
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,9.729,2017
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,9.938,2018
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,10.130,2019
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,10.322,2020
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,10.514,2021
NGA,Nigeria,eys,Expected Years of Schooling (years),HDI,Human Development Index,10.514,2022
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,5.231,1990
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,5.392,1991
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,5.557,1992
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,5.727,1993
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,5.903,1994
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,6.084,1995
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,6.270,1996
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,6.462,1997
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,6.660,1998
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,6.865,1999
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.133,2000
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,6.926,2001
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.272,2002
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.619,2003
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.966,2004
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,8.075,2005
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,8.003,2006
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.932,2007
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.860,2008
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.789,2009
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.717,2010
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.951,2011
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,8.157,2012
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,8.363,2013
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,8.570,2014
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,8.776,2015
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,8.982,2016
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,9.189,2017
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,9.395,2018
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,9.665,2019
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,9.935,2020
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,10.204,2021
NGA,Nigeria,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,10.204,2022
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,6.427,1990
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,6.628,1991
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,6.834,1992
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,7.047,1993
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,7.267,1994
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,7.494,1995
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,7.727,1996
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,7.968,1997
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,8.216,1998
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,8.473,1999
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,8.938,2000
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,8.509,2001
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,8.953,2002
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.397,2003
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.840,2004
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.827,2005
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.588,2006
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.350,2007
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.111,2008
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,8.873,2009
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,8.634,2010
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,8.975,2011
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.205,2012
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.435,2013
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.665,2014
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.895,2015
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,10.125,2016
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,10.355,2017
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,10.585,2018
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,10.669,2019
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,10.753,2020
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,10.837,2021
NGA,Nigeria,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,10.837,2022
NGA,Nigeria,gdi_group,GDI Group,GDI,Gender Development Index,5,2022
NGA,Nigeria,gii_rank,GII Rank,GII,Gender Inequality Index,165,2022
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,1840.262,1990
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,1852.951,1991
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,1763.769,1992
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,1668.010,1993
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,1712.892,1994
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,1820.117,1995
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,1858.124,1996
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,1867.637,1997
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,1893.559,1998
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,1909.614,1999
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,1853.583,2000
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,2028.303,2001
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,2272.739,2002
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,2328.644,2003
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,2597.527,2004
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,2666.714,2005
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,2983.756,2006
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,3053.703,2007
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,3224.501,2008
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,3418.819,2009
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,3762.088,2010
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,4275.834,2011
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,3976.922,2012
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,4014.496,2013
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,4477.339,2014
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,4523.682,2015
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,4444.659,2016
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,4383.246,2017
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,3832.440,2018
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,3346.055,2019
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,3759.098,2020
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,3877.022,2021
NGA,Nigeria,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,4110.222,2022
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,4283.388,1990
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,4148.818,1991
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,4267.109,1992
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,3966.620,1993
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,3799.525,1994
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,3637.310,1995
